0.1000000014901161194 0.03551395 0.03732945 0.03511509 0.01613334 0.01695267 0.01764631 
0.2000000029802322388 0.02601701 0.02744089 0.02555718 0.01152979 0.0122358 0.01252068 
0.3000000119209289551 0.02164125 0.02286601 0.02126191 0.009460676 0.009989209 0.01018802 
0.4000000059604644775 0.01907211 0.0203058 0.01864842 0.008200889 0.008683895 0.008885814 
0.5 0.01711105 0.018477 0.01677534 0.007396935 0.007803066 0.008102721 
0.6000000238418579102 0.01570316 0.01732848 0.01544432 0.006782279 0.007203743 0.007365278 
0.6999999880790710449 0.01471147 0.01640482 0.01436351 0.006291295 0.006695454 0.00694063 
0.8000000119209289551 0.01381828 0.01574437 0.0133437 0.005841212 0.006223032 0.006482605 
0.8999999761581420898 0.01304667 0.01514929 0.01268099 0.005536599 0.00594947 0.006128746 
1 0.01257054 0.01450648 0.0119874 0.005259125 0.005664148 0.005885037 
1.10000002384185791 0.01203805 0.01437241 0.01164374 0.005093496 0.005443934 0.00565231 
1.20000004768371582 0.01154289 0.01409008 0.01106137 0.004923884 0.005248562 0.005473528 
1.29999995231628418 0.01115308 0.01393579 0.01064365 0.004712456 0.005034505 0.005281282 
1.39999997615814209 0.01074424 0.01373011 0.01031781 0.004543995 0.004937328 0.005173456 
1.5 0.01055209 0.01348362 0.01001589 0.004424436 0.00472721 0.00496432 
1.60000002384185791 0.01023674 0.0135105 0.00981845 0.004304826 0.004594123 0.004828413 
1.70000004768371582 0.0100561 0.0134574 0.009468291 0.004189618 0.004506798 0.004690728 
1.79999995231628418 0.009803259 0.01341582 0.009278201 0.004110973 0.004462667 0.004604965 
1.89999997615814209 0.009470731 0.01324256 0.009037445 0.004041872 0.004295821 0.004451865 
2 0.009455395 0.01323108 0.008852229 0.003876668 0.004246686 0.004416854 
2.099999904632568359 0.009157917 0.01324469 0.008739542 0.003769288 0.00413638 0.004225648 
2.20000004768371582 0.008973768 0.01336134 0.008524993 0.003748254 0.004087091 0.00423166 
2.29999995231628418 0.008851921 0.01328308 0.008386279 0.003720112 0.003962592 0.004081359 
2.400000095367431641 0.008756481 0.01330285 0.008184715 0.003601981 0.003906443 0.004064379 
2.5 0.008496299 0.01320994 0.008008251 0.003557523 0.003911881 0.003983254 
2.599999904632568359 0.008335816 0.01324222 0.007826639 0.003471592 0.003878517 0.003948398 
2.70000004768371582 0.00827078 0.01323872 0.007770005 0.003419913 0.003799493 0.003898412 
2.79999995231628418 0.008195035 0.01322355 0.007724195 0.003447819 0.003759291 0.003781003 
2.900000095367431641 0.007961444 0.01335764 0.007624959 0.003383865 0.003706168 0.003776313 
3 0.007973163 0.01316703 0.007452369 0.003326401 0.003650862 0.003728988 
3.099999904632568359 0.007774127 0.01345079 0.007377801 0.003267271 0.003619422 0.003652073 
3.20000004768371582 0.007753131 0.01334362 0.007441895 0.003211672 0.003566593 0.003677821 
3.29999995231628418 0.00766239 0.01334311 0.007293908 0.003233476 0.003536674 0.003515148 
3.400000095367431641 0.00757306 0.01331171 0.007257861 0.003132814 0.003533287 0.003502725 
3.5 0.007604881 0.0133082 0.007179814 0.003127926 0.003510525 0.00349226 
3.599999904632568359 0.007494404 0.01340445 0.006976033 0.003056332 0.003531665 0.00353086 
3.70000004768371582 0.007275535 0.01340316 0.006921456 0.003067995 0.003432431 0.003426395 
3.79999995231628418 0.007308663 0.01322366 0.006838025 0.00304775 0.003419616 0.003418622 
3.900000095367431641 0.007324251 0.01331516 0.00679195 0.002995414 0.003390972 0.003330815 
4 0.007136228 0.01335876 0.006745341 0.002952579 0.003349815 0.003350106 
4.099999904632568359 0.007098265 0.01337916 0.006642444 0.002926779 0.003372641 0.003329438 
